source_metrics_path,target,split_col,run_family,model,split,accuracy,macro_f1,positive_f1,precision,recall,roc_auc,pr_auc,weighted_f1
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/random_cluster_stratified/classical/metrics_summary.csv,design_binary,random_cluster_stratified,classical,frozen_embedding_lr,validation,0.7845744680851063,0.6425645780276269,0.867862969004894,0.9078498293515358,0.83125,0.7718191964285714,0.945154288673357,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/random_cluster_stratified/classical/metrics_summary.csv,design_binary,random_cluster_stratified,classical,frozen_embedding_lr,test,0.8074866310160428,0.6564079007808912,0.8842443729903537,0.9046052631578948,0.8647798742138365,0.7889150943396227,0.9514735492941976,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/random_cluster_stratified/classical/metrics_summary.csv,design_binary,random_cluster_stratified,classical,frozen_embedding_mlp,train,0.9531428571428572,0.8954462659380693,0.9731147540983608,0.9512820512820512,0.995973154362416,0.9819540526587508,0.996491527956256,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/random_cluster_stratified/classical/metrics_summary.csv,design_binary,random_cluster_stratified,classical,frozen_embedding_mlp,validation,0.848404255319149,0.5968928094494705,0.9153046062407132,0.8725212464589235,0.9625,0.8592075892857142,0.972984038710224,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/random_cluster_stratified/classical/metrics_summary.csv,design_binary,random_cluster_stratified,classical,frozen_embedding_mlp,test,0.8716577540106952,0.6564867967853043,0.928358208955224,0.8835227272727273,0.9779874213836478,0.8708445642407906,0.9746226874334318,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/random_cluster_stratified/transformer/metrics_summary.csv,design_binary,random_cluster_stratified,transformer,,train,0.9908571428571428,0.9819308208569952,0.9946308724832216,0.9946308724832216,0.9946308724832216,0.9982447083118224,0.9997095016045678,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/random_cluster_stratified/transformer/metrics_summary.csv,design_binary,random_cluster_stratified,transformer,,validation,0.9361702127659576,0.8810126582278481,0.9620253164556962,0.9743589743589745,0.95,0.9603794642857144,0.9933096904833194,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/random_cluster_stratified/transformer/metrics_summary.csv,design_binary,random_cluster_stratified,transformer,,test,0.9010695187165776,0.7982416492921398,0.9422776911076444,0.934984520123839,0.949685534591195,0.9448562443845462,0.9904965088327442,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/temporal_cluster_safe/classical/metrics_summary.csv,design_binary,temporal_cluster_safe,classical,regex,train,0.2609387430389817,0.2110805820592314,0.0127523910733262,1.0,0.0064171122994652,0.5032085561497326,0.7454783692604836,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/temporal_cluster_safe/classical/metrics_summary.csv,design_binary,temporal_cluster_safe,classical,regex,validation,0.1098265895953757,0.1083668005354752,0.072289156626506,0.9230769230769232,0.0376175548589341,0.5002902589109486,0.922007133787082,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/temporal_cluster_safe/classical/metrics_summary.csv,design_binary,temporal_cluster_safe,classical,regex,test,0.1148272017837235,0.1112383947289607,0.1677148846960167,1.0,0.091533180778032,0.545766590389016,0.9767059789943084,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/temporal_cluster_safe/classical/metrics_summary.csv,design_binary,temporal_cluster_safe,classical,tfidf_lr,train,0.9522673031026252,0.9406048196566388,0.9669239250275634,0.9977246871444824,0.9379679144385028,0.9975553857906798,0.9991447350794568,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/temporal_cluster_safe/classical/metrics_summary.csv,design_binary,temporal_cluster_safe,classical,tfidf_lr,validation,0.9277456647398844,0.7445891280597632,0.9608763693270737,0.959375,0.962382445141066,0.9253454081040288,0.9934991487713668,
